"activity" "subject" "measurement" "statistic" "dimension" "value"
"719" "standing" "train" "fBodyGyro" "std" "X" -0.952324284970888
"720" "laying" "train" "fBodyGyro" "std" "X" -0.967206952885572
"721" "walking" "test" "fBodyGyro" "std" "Y" -0.396217017188105
"722" "walking_upstairs" "test" "fBodyGyro" "std" "Y" -0.352975477855626
"723" "walking_downstairs" "test" "fBodyGyro" "std" "Y" -0.442949501905
"724" "sitting" "test" "fBodyGyro" "std" "Y" -0.965280836802444
"725" "standing" "test" "fBodyGyro" "std" "Y" -0.952000106052632
"726" "laying" "test" "fBodyGyro" "std" "Y" -0.961109421824953
"727" "walking" "train" "fBodyGyro" "std" "Y" -0.305965827883026
"728" "walking_upstairs" "train" "fBodyGyro" "std" "Y" -0.266935034348369
"729" "walking_downstairs" "train" "fBodyGyro" "std" "Y" -0.32730982482787
"730" "sitting" "train" "fBodyGyro" "std" "Y" -0.963557481329705
"731" "standing" "train" "fBodyGyro" "std" "Y" -0.962401947845706
"732" "laying" "train" "fBodyGyro" "std" "Y" -0.961463062750533
"733" "walking" "test" "fBodyGyro" "std" "Z" -0.455425174120968
"734" "walking_upstairs" "test" "fBodyGyro" "std" "Z" -0.288298632743737
"735" "walking_downstairs" "test" "fBodyGyro" "std" "Z" -0.404459674067143
"736" "sitting" "test" "fBodyGyro" "std" "Z" -0.958576115132383
"737" "standing" "test" "fBodyGyro" "std" "Z" -0.953564673195489
"738" "laying" "test" "fBodyGyro" "std" "Z" -0.972050234487896
"739" "walking" "train" "fBodyGyro" "std" "Z" -0.392421798877651
"740" "walking_upstairs" "train" "fBodyGyro" "std" "Z" -0.293684227338677
"741" "walking_downstairs" "train" "fBodyGyro" "std" "Z" -0.370165715908925
"742" "sitting" "train" "fBodyGyro" "std" "Z" -0.961967228561431
"743" "standing" "train" "fBodyGyro" "std" "Z" -0.96344778356623
"744" "laying" "train" "fBodyGyro" "std" "Z" -0.964692895927505
"745" "walking" "test" "fBodyAccMag" "std" "mag" -0.505450664375
"746" "walking_upstairs" "test" "fBodyAccMag" "std" "mag" -0.39041721744586
"747" "walking_downstairs" "test" "fBodyAccMag" "std" "mag" -0.130476071203333
"748" "sitting" "test" "fBodyAccMag" "std" "mag" -0.94208825496945
"749" "standing" "test" "fBodyAccMag" "std" "mag" -0.943924405018797
"750" "laying" "test" "fBodyAccMag" "std" "mag" -0.953138504479888
"751" "walking" "train" "fBodyAccMag" "std" "mag" -0.469706683062806
"752" "walking_upstairs" "train" "fBodyAccMag" "std" "mag" -0.349171321564772
"753" "walking_downstairs" "train" "fBodyAccMag" "std" "mag" -0.0519754917174949
"754" "sitting" "train" "fBodyAccMag" "std" "mag" -0.941966512135303
"755" "standing" "train" "fBodyAccMag" "std" "mag" -0.951799775699709
"756" "laying" "train" "fBodyAccMag" "std" "mag" -0.927962071920256
"757" "walking" "test" "fBodyBodyAccJerkMag" "std" "mag" -0.201670204510645
"758" "walking_upstairs" "test" "fBodyBodyAccJerkMag" "std" "mag" -0.421213315287049
"759" "walking_downstairs" "test" "fBodyBodyAccJerkMag" "std" "mag" -0.0504212059297857
"760" "sitting" "test" "fBodyBodyAccJerkMag" "std" "mag" -0.976917733543788
"761" "standing" "test" "fBodyBodyAccJerkMag" "std" "mag" -0.965905446015038
"762" "laying" "test" "fBodyBodyAccJerkMag" "std" "mag" -0.973586610782123
"763" "walking" "train" "fBodyBodyAccJerkMag" "std" "mag" -0.229687911080799
"764" "walking_upstairs" "train" "fBodyBodyAccJerkMag" "std" "mag" -0.439910272754185
"765" "walking_downstairs" "train" "fBodyBodyAccJerkMag" "std" "mag" -0.0387999123583974
"766" "sitting" "train" "fBodyBodyAccJerkMag" "std" "mag" -0.978627076430793
"767" "standing" "train" "fBodyBodyAccJerkMag" "std" "mag" -0.972900383770015
"768" "laying" "train" "fBodyBodyAccJerkMag" "std" "mag" -0.97302950880597
"769" "walking" "test" "fBodyBodyGyroMag" "std" "mag" -0.52913161384879
"770" "walking_upstairs" "test" "fBodyBodyGyroMag" "std" "mag" -0.460677679282378
"771" "walking_downstairs" "test" "fBodyBodyGyroMag" "std" "mag" -0.407172196497619
"772" "sitting" "test" "fBodyBodyGyroMag" "std" "mag" -0.95254545598778
"773" "standing" "test" "fBodyBodyGyroMag" "std" "mag" -0.914716719605263
"774" "laying" "test" "fBodyBodyGyroMag" "std" "mag" -0.95021154301676
"775" "walking" "train" "fBodyBodyGyroMag" "std" "mag" -0.451461098451794
"776" "walking_upstairs" "train" "fBodyBodyGyroMag" "std" "mag" -0.346609728583225
"777" "walking_downstairs" "train" "fBodyBodyGyroMag" "std" "mag" -0.341661716555527
"778" "sitting" "train" "fBodyBodyGyroMag" "std" "mag" -0.951296691880249
"779" "standing" "train" "fBodyBodyGyroMag" "std" "mag" -0.936800772816594
"780" "laying" "train" "fBodyBodyGyroMag" "std" "mag" -0.939025835269367
"781" "walking" "test" "fBodyBodyGyroJerkMag" "std" "mag" -0.546820470782661
"782" "walking_upstairs" "test" "fBodyBodyGyroJerkMag" "std" "mag" -0.706477443375796
"783" "walking_downstairs" "test" "fBodyBodyGyroJerkMag" "std" "mag" -0.494187116095476
"784" "sitting" "test" "fBodyBodyGyroJerkMag" "std" "mag" -0.98400311509165
"785" "standing" "test" "fBodyBodyGyroJerkMag" "std" "mag" -0.967361696372181
"786" "laying" "test" "fBodyBodyGyroJerkMag" "std" "mag" -0.975401442439479
"787" "walking" "train" "fBodyBodyGyroJerkMag" "std" "mag" -0.501290499908646
"788" "walking_upstairs" "train" "fBodyBodyGyroJerkMag" "std" "mag" -0.701593753741845
"789" "walking_downstairs" "train" "fBodyBodyGyroJerkMag" "std" "mag" -0.483144255183296
"790" "sitting" "train" "fBodyBodyGyroJerkMag" "std" "mag" -0.984677767993779
"791" "standing" "train" "fBodyBodyGyroJerkMag" "std" "mag" -0.975822682598253
"792" "laying" "train" "fBodyBodyGyroJerkMag" "std" "mag" -0.977124064577114
